name,album,artist,id,release_date,popularity,danceability,energy,valence,loudness,kmeans
Not Me That You're Thinking 'Bout,Not Me That You're Thinking 'Bout,Tate Brusa,16u0ZLBYb1eQiPtt32QMU0,2020-11-21,48,0.573,0.303,0.234,-11.68,chill
Swollen (feat. Julia Gargano),Swollen (feat. Julia Gargano),Francisco Martin,1XZG6gPL5pKw7MLRXCK1yX,2020-12-04,52,0.447,0.376,0.219,-9.262,chill
All Good,hemispheres,Garrett Kato,1DMB324qRaRdBhykzbE8Ts,2020-12-04,54,0.493,0.157,0.125,-14.186,chill
Heart Like Yours,If I Stay: Original Motion Picture Soundtrack: Deluxe Version,Various Artists,6yaHCAtl9kA0K3FMumR2ph,2014-08-19,chill,0.497,0.259,0.338,-9.782,chill
Latest Ghost - Piano Version,Ghost World (Piano Versions),Lauren Aquilina,5dQfHH55X0f2nfu9HvvRtz,2020-12-18,48,0.408,0.247,0.194,-11.063,chill
Us Against the World,Mylo Xyloto,Coldplay,5zyfzNnBzN7f7PVkJFnW2g,2011-10-24,58,0.507,0.304,0.195,-11.096,chill
You Don't Know How Lucky You Are,Dear,Keaton Henson,7L4w1yQnlhqo4oUjpW53wz,2010,55,0.389,0.314,0.107,-8.559,chill
Love In The Dark,25,Adele,0DuWDLjriRPjDRoPgaCslY,2015-11-20,84,0.331,0.341,0.152,-6.057,chill
Thinking 'Bout Love - Acoustic,Thinking 'Bout Love (Acoustic),Wild Rivers,3UOvd4bfGqepCVx4EJLy57,2020-08-14,1,0.684,0.173,0.358,-13.535,chill
XO,XO,John Mayer,7cpCU3Denug5NGZsSpQl8v,2014-05-27,72,0.431,0.377,0.353,-9.753,chill
i hate you for this,i hate you for this,Munn,4pVqrsykRGIyicylgR2gIx,2021-02-11,56,0.543,0.511,0.373,-7.867,chill
Misunderstood,Honeymoon Phase,OSKA,1wiw9ZdiSm3PZfdZqCzb0A,2021-01-08,43,0.673,0.199,0.228,-12.351,chill
Everybody But Me,Everybody But Me,Nick Wilson,4HzmjPPHHiYwrXPq9Tv1fx,2020-08-28,58,0.659,0.571,0.21,-5.654,chill
December,December,Gabrielle Aplin,2GC4425uv5kHJzTueFnzlW,2018-12-04,46,0.299,0.369,0.232,-8.665,chill
feelings fade,me,Garrett Nash,4jnO4ztskhv3YkqgFnewtD,2015-12-25,62,0.654,0.235,0.061,-11.292,chill
Perfectly Wrong,Shawn Mendes,Shawn Mendes,6nat4Z7iRKWVk1qngQqI0Q,2018-05-25,69,0.361,0.311,0.323,-11.748,chill
She's Gone,She's Gone,Vwillz,1Q7HO1L7KO46VlMH8C3Abh,2021-01-29,53,0.64,0.424,0.387,-11.221,chill
How To Lose a Girl,How To Lose a Girl,Tyler Ward,3gQOsy9X4czsQs7DTyzbuU,2019-01-25,chill,0.7,0.454,0.34,-10.39,chill
Favourite Ex,Favourite Ex,Maisie Peters,1a1SQeSqUKzH5OUVTEx4ae,2019-04-12,66,0.396,0.177,0.221,-10.277,chill
I Fall Apart,Stoney (Deluxe),Post Malone,75ZvA4QfFiZvzhj2xkaWAh,2016-12-09,82,0.556,0.538,0.291,-5.408,chill
Wasted,MKTO,MKTO,5tajmvqHF6YW1iiUFzKpCB,2012,65,0.313,0.429,0.416,-7.415,chill
Out Of Love,The Pains Of Growing,Alessia Cara,4WzhjxvLP95y7AMDy0Atwb,2018-11-30,78,0.481,0.267,0.137,-9.249,chill
"Flightless Bird, American Mouth",The Shepherd's Dog,Iron & Wine,6iWwfN1euztxZi1OK38HbU,2007-09-25,chill,0.359,0.391,0.19,-8.034,chill
Only Love,Every Kingdom (Deluxe Version),Ben Howard,3MdYFBIzPf7lSJnI8wi3Ka,2011-01-01,chill,0.547,0.49,0.365,-9.891,chill
Coping,Coping,Rosie Darling,0RjKWagIjeOoxpsiCT4gls,2020-11-06,2,0.502,0.444,0.196,-7.294,chill
Better Off,Better Off,Trousdale,20mb9SDTZugEbNwU5knL58,2021-02-26,48,0.412,0.285,0.191,-8.031,chill
Train Wreck,Back from the Edge,James Arthur,55Am8neGJkdj2ADaM3aw5H,2016-10-28,84,0.311,0.485,0.225,-5.726,chill
When I Let Go,Borders,Fay Wildhagen,1knbAQeG852S5ebxsfYIao,2018-09-21,50,0.218,0.412,0.128,-9.058,chill
The Only,The Only,Sasha Alex Sloan,4VrUT6GeeSRz6MB8tWJSHM,2018-09-06,55,0.684,0.259,0.0515,-11.053,chill
The Way I Say Goodbye,Not Afraid to Say Goodbye,Emily Weisband,6ZV6lI92ypdfjeGgDQc5Mm,2020-11-13,52,0.44,0.0942,0.388,-11.182,chill
Trampoline - Acoustic,Trampoline (Acoustic),Highland Peak,72xTsTouZ5nBmASX8k1XCW,2019-11-22,52,0.596,0.2,0.308,-10.424,chill
Never Be Alone,Never Be Alone,Shawn Mendes,2K4qtTAE8fjFaIUBFTuj1a,2015-02-16,chill,0.363,0.466,0.308,-6.963,chill
Almost Is Never Enough,Yours Truly,Ariana Grande,63bo7NDoWdMFXufhsYOxwG,2013-01-01,59,0.323,0.327,0.335,-7.494,chill
Time Out,Time Out,AJ Wander,08e9dUkEQMYCrtvoeZhqhP,2020-11-05,46,0.626,0.53,0.304,-9.095,chill
Loneliness,Loneliness,Kevin Paris,38YUiPZdeg1DDX8d6eV5Gi,2020-07-23,49,0.524,0.147,0.29,-15.185,chill
Primrose Hill (Notes from California),Primrose Hill (Notes from California),Max Jury,0oZFVDUOAOYMIkUqEEZlF4,2018-12-07,chill,0.781,0.224,0.386,-11.494,chill
Break My Heart - Piano Acoustic,Break My Heart (Piano Acoustic),JC Stewart,7e5HVLu9xSydLebKSqBebM,2021-02-12,56,0.448,0.247,0.276,-10.454,chill
Close To You,ANTI (Deluxe),Rihanna,6D2tzc8kRnZb7P1lNwMBLH,2016-01-28,67,0.494,0.17,0.145,-11.368,chill
Lost Boy,Lost Boy,Ruth B.,4h0zU3O9R5xzuTmNO7dNDU,2015-08-21,76,0.71,0.0565,0.348,-15.099,chill
The Scientist,A Rush of Blood to the Head,Coldplay,75JFxkI2RXiU7L9VXzMkle,2002-08-08,85,0.557,0.442,0.213,-7.224,chill
Wrecked,Wrecked,Imagine Dragons,2d1MywHy6FwKdzxFuSJnwl,2021-07-02,81,0.626,0.56,0.229,-5.82,chill
Is It Just Me? (feat. JP Cooper),Is It Just Me?,Emily Burns,754zNJgoWQaGETFzSYVlmC,2020-12-04,68,0.478,0.339,0.288,-7.355,chill
Best I'll Ever Sing,Best I'll Ever Sing,Maisie Peters,37a0RMpwwQjgIkLoEePwXa,2018-07-20,57,0.34,0.288,0.322,-7.937,chill
Break My Broken Heart,Break My Broken Heart,Winona Oak,2UfDeOnKQgquiKyStdgCDj,2019-08-08,chill,0.526,0.561,0.293,-8.27,chill
Since U Been Gone - Acoustic Version,Since U Been Gone,Thomas Daniel,4iObEYRE4FLm0D90gmZFef,2019-08-23,54,0.538,0.162,0.366,-13.31,chill
Running Low,Handwritten (Revisited),Shawn Mendes,2ePgwid1o7NKDpUmNGC69b,2015-11-20,63,0.599,0.297,0.141,-9.188,chill
Lonely - Mahogany Sessions,Lonely (Mahogany Sessions),Violet Skies,1WVpCn4WGCrgGXhhtyUzyM,2021-01-14,43,0.372,0.178,0.362,-9.51,chill
This Kind of Heavy,This Kind of Heavy,Belle Mt.,1uINT6Vl2hbqhFsBY4RGo1,2020-10-16,46,0.616,0.286,0.142,-9.017,chill
Bubbly,Coco,Colbie Caillat,0rFOs9paloAvEtzwDX1Kmc,2007-01-01,70,0.697,0.474,0.249,-6.663,chill
Breakups,Breakups,Seaforth,77Bt2DXJE1R1qsnm4D10Ox,2021-01-14,67,0.531,0.552,0.328,-5.945,chill
You Said,You Said (with Zach Oliver),Ronnie Watts,42oCzRO2NUsPm69XsJphvP,2021-03-26,43,0.361,0.34,0.204,-7.956,chill
Life Of The Party,Life Of The Party,Shawn Mendes,6L6ra9mTlyQPmh7zGw58y1,2014-06-26,chill,0.662,0.612,0.177,-4.993,chill
Be My Mistake,A Brief Inquiry Into Online Relationships,The 1975,18UsAG7SfOQ5sxJEdjAMH0,2018-11-30,74,0.572,0.155,0.0949,-14.405,chill
N Y L A,N Y L A,blackbear,2C9KY6pNn5jJF6gCkSywPF,2013-08-23,chill,0.35,0.333,0.259,-10.032,chill
The Night We Met,Strange Trails,Lord Huron,6mORGLOz79w6VsCRLWYYuK,2015-04-06,2,0.443,0.369,0.0989,-9.514,chill
"1 step forward, 3 steps back",SOUR,Olivia Rodrigo,4wcBRRpIfesgcyUtis7PEg,2021-05-21,82,0.473,0.203,0.419,-12.627,chill
Atlantis,Tell Me It's Real (Expanded Edition),Seafret,1Fid2jjqsHViMX6xNH70hE,2016-01-29,77,0.4,0.479,0.213,-7.989,chill
You Belong To Somebody Else,You Belong To Somebody Else,PJ Harding,20R40KmQrdwKES14PmDwaf,2021-03-19,58,0.701,0.39,0.457,-8.235,chill
Moondust - Stripped; EP Version,Habits of My Heart,Jaymes Young,3mBCTEzhxcv6jLaxXoOvWs,2014-09-28,58,0.556,0.132,0.236,-13.38,chill
Sweater Weather - Spotify Sessions Curated by Jim Eno,Spotify Sessions,The Neighbourhood,7sDzAu7alAL1hWvL86tSGB,2013-06-18,53,0.61,0.165,0.258,-14.659,chill
Talking to the Moon,Doo-Wops & Hooligans,Bruno Mars,1wVuPmvt6AWvTL5W2GJnzZ,2010-10-05,80,0.498,0.59,0.0784,-4.721,chill
that way - with Jeremy Zucker,that way (with Jeremy Zucker),Tate McRae,6W4SftknKhWj0iFoHN7aYU,2021-09-03,71,0.394,0.398,0.361,-10.202,chill
I Found,Pilot EP,Amber Run,4lRuRtvftdSSUA7hLP7zAr,2014-09-21,61,0.28,0.317,0.236,-12.433,chill
In Vain,Sucker Punch,Sigrid,7sKhiUAsdwtcTcJggB1q2Y,2019-03-08,43,0.624,0.365,0.359,-7.78,chill
Godspeed,Godspeed,James Blake,5WfACgyEk4rwdWU3rrzNt1,2020-09-11,66,0.395,0.174,0.221,-10.313,chill
Dancing With Your Ghost,Dancing With Your Ghost,Sasha Alex Sloan,1TQXIltqoZ5XXyfCbAeSQQ,2019-06-28,82,0.629,0.328,0.389,-8.284,chill
Unlearn (with Gracie Abrams),Unlearn (with Gracie Abrams),benny blanco,6GH4tLwGW6HliKbZBdt6hD,2021-03-24,68,0.429,0.214,0.189,-12.261,chill
Work Song,Hozier (Special Edition),Hozier,67Toy6jG5s1SsmkvXQulzp,2014-11-06,chill,0.532,0.389,0.227,-7.597,chill
when the party’s over,Covers,James Blake,0U9oiRl4hYwORmWwkYihZN,2020-12-11,59,0.468,0.171,0.156,-12.965,chill
5AM,5AM (Expanded Edition),Amber Run,4B4kunXhV2ZKnYcvDgAFoE,2015-04-20,61,0.357,0.433,0.089,-11.521,chill
Look After You,How To Save A Life,The Fray,5l6hpyTGBK0LAAxgPnqTQL,2005-09-13,74,0.447,0.592,0.283,-3.015,chill
Skinny Love,"For Emma, Forever Ago",Bon Iver,0zP8BJOamm7Q9aNMwCby55,2007-07-08,chill,0.565,0.257,0.111,-14.04,chill
Stay,Stay,Abraham Alexander,4zu19OtPZq8ljWVhPthram,2019-07-16,51,0.537,0.344,0.233,-9.934,chill
It's Ok If You Forget Me,It's Ok If You Forget Me,Astrid S,312zSwwbPU7C3sTmro4Wx9,2020-09-18,71,0.562,0.379,0.258,-7.625,chill
Oceans,Oceans - EP,Seafret,7Cia4WzapwjMr0NUQF8vf3,2015-01-21,56,0.404,0.48,0.2,-8.906,chill
"I miss you, I’m sorry","I miss you, I’m sorry",Gracie Abrams,1tF7RL54zjHSy0N2qEQLDY,2020-04-08,chill,0.617,0.451,0.161,-6.096,chill
Someone New,Goddess (Deluxe),BANKS,0oWGyNpVZmIHrUfih4kOuX,2014-01-01,25,0.581,0.225,0.373,-12.764,chill
Fix It to Break It,Fix It to Break It,Clinton Kane,1uviKYHZuM4uINK33F7sCt,2020-03-27,69,0.493,0.461,0.35,-8.524,chill
Crazy in Love,Crazy in Love,Eden Project,5iJS04ZXjMkQZ5nS0PsIeY,2015-01-01,63,0.569,0.316,0.235,-9.762,chill
Are you happy?,Sad Songs,SHY Martin,6s86N7LVaJZuU4alwKp6XO,2020-08-07,70,0.632,0.578,0.297,-7.657,chill
I'll Be Good,Habits of My Heart,Jaymes Young,5WLSak7DN3LY1K71oWYuoN,2014-09-28,60,0.455,0.284,0.133,-10.774,chill
Hide & Seek,Spark EP,Amber Run,56tNMp3B93TFDbWRg92qZS,2014-04-18,51,0.33,0.452,0.202,-8.812,chill
Medicine,The Wild Youth EP,Daughter,5Zz8mrmVVhOq3iuv8Gh0MX,2011-11-21,70,0.215,0.316,0.19,-12.201,chill
Breaking Hearts,Love Goes,Sam Smith,4cZCwAy1bunT9covlDmZa3,2020-10-30,57,0.689,0.215,0.227,-11.371,chill
traitor,SOUR,Olivia Rodrigo,5CZ40GBx1sQ9agT82CLQCT,2021-05-21,93,0.38,0.339,0.0849,-7.885,chill
Chasing A Feeling,Chasing A Feeling,LÉON,6NbaSIWPpZ1b914pRY1R0W,2020-08-07,chill,0.399,0.658,0.327,-7.932,chill
Ripples,Ripples,Maximillian,7LYGpt7ckc34CFWcsxwnJl,2019-10-25,62,0.683,0.346,0.457,-9.475,chill
Same Room,Same Room,JP Saxe,48yUhAZGJb5WGSclZK1RAF,2019-06-28,55,0.455,0.386,0.418,-10.883,chill
For The Lover That I Lost,Love Goes,Sam Smith,2Dmm6Ln91KMvF5EcOvQbM8,2020-10-30,63,0.494,0.291,0.413,-8.441,chill
All my favorite songs,20mg of Happiness,ROSIE,5JG7dSDKuy5tSM77KLnCzY,2021-10-22,54,0.551,0.377,0.554,-10.25,chill
Fingertips,Fingertips,Ryan O'Shaughnessy,006AVH7fq061voGXkUiII4,2015-09-27,37,0.491,0.324,0.123,-10.627,chill
when the party's over - Recorded at Spotify Studios NYC,Spotify Singles,Lewis Capaldi,6H7fWtwEUHVfTyZD7zeG4w,2019-06-12,67,0.509,0.183,0.258,-10.27,chill
Stone,Stone,Jaymes Young,6cRExfWfj87zhACU30aW7l,2017-06-02,45,0.565,0.255,0.121,-12.151,chill
Fix You,X&Y,Coldplay,7LVHVU3tWfcxj5aiPFEW4Q,2005-06-07,84,0.209,0.417,0.124,-8.74,chill
Six Feet Under,Six Feet Under,Billie Eilish,3xDvZswTmnHBWsB39z6Sbn,2016-11-17,chill,0.573,0.3,0.181,-12.774,chill
Make It To Me,In The Lonely Hour (Deluxe Edition),Sam Smith,4qPtIDBT2iVQv13tjpXMDt,2014-01-01,chill,0.453,0.377,0.222,-8.466,chill
A Little Bit Yours,A Little Bit Yours,JP Saxe,00cBcYOlnHoXX9ver3cmdE,2020-09-02,70,0.598,0.295,0.314,-8.553,chill
Where's My Love,Where's My Love,SYML,7q4Mxzem6AYv6zKSE2fMvK,2016-01-21,chill,0.39,0.211,0.144,-11.796,chill
bad ones,TOO YOUNG TO BE SAD,Tate McRae,6CYT0souHUHKTO4EMzTUFg,2021-03-26,66,0.692,0.431,0.327,-11.884,chill
Falling Apart,Apart,LÉON,3TAGAAWQ9HeosMtv4dz2jf,2020-10-30,60,0.389,0.256,0.382,-9.01,chill
I Was Made For Loving You,Unbreakable Smile (Deluxe),Tori Kelly,4Qfs616g34Yct9ayS4c8Yw,2015-10-16,chill,0.381,0.344,0.208,-11.939,chill
Slow Down,Little Mind Alike,Twiceyoung,53SB76MbeXiLLxp8r1IBZh,2013-05-16,chill,0.397,0.359,0.249,-11.483,chill
One Last Time - EP Version,Dark Star,Jaymes Young,1Dhn8urPQTReGSmpRCXASj,2013-09-10,45,0.288,0.35,0.163,-12.333,chill
Already Gone,Already Gone,Sleeping At Last,7fkXzzIVo98CgjOkpd9H0V,2015-10-06,60,0.447,0.206,0.327,-11.75,chill
Bad,Oh My Messy Mind,James Bay,3xRcQ04b0l5RiU2w7lJhCD,2019-05-10,64,0.549,0.413,0.29,-5.587,chill
High Hopes,In A Perfect World (Deluxe),Kodaline,7jDe24vXWUNX8Jl2hZHrIS,2013-06-14,chill,0.488,0.487,0.219,-6.371,chill
All We Do,Oh Wonder,Oh Wonder,6ZeWGilCAL4sgnPWlCYyaj,2015-09-04,chill,0.586,0.237,0.366,-11.676,chill
Wait,"Hurry up, We're Dreaming",M83,01Q3OyB05mLgH01fpdAMPP,2011-10-17,73,0.426,0.228,0.0822,-10.552,chill
Wrong Direction,Wrong Direction,Hailee Steinfeld,7GCVboEDzfL3NKp1NrAgHR,2020-01-01,2,0.378,0.388,0.188,-9.017,chill
When You Love Someone,First Impressions,James TW,5fX2oPyLCe5mBKqGDbOWqC,2016-04-15,chill,0.68,0.446,0.339,-6.039,chill
Losin Control,Losin Control,Russ,1jkIErXa3YNUX5QIyO6GGR,2016-07-28,57,0.759,0.245,0.209,-6.545,chill
Arcade,Arcade,Duncan Laurence,1Xi84slp6FryDSCbzq4UCD,2019-03-07,84,0.45,0.329,0.266,-12.603,chill
Feel It Twice,Romance,Camila Cabello,39jcp8zJH7nHWbB7Hr3sFJ,2019-12-06,57,0.516,0.436,0.376,-5.568,chill
We Don't Have To Take Our Clothes Off,Ella Eyre,Ella Eyre,48wSJ6NhMFYYB6LjdnPNjM,2015-01-12,62,0.572,0.231,0.332,-6.316,chill
What We Had,What We Had,Sody,3xHmZZu3twA1edrwbk0OBR,2019-11-15,chill,0.655,0.449,0.261,-7.437,chill
Half Light,Half Light,BANNERS,1iZn69GnmLDNkvWiw6W4Jd,2016-05-27,chill,0.534,0.378,0.376,-7.442,chill
Youth,If You Leave,Daughter,6tqzOYuE3lrNVPDgtF3MjM,2013-03-18,1,0.401,0.535,0.436,-11.09,chill
Slow Dancing in a Burning Room,Continuum,John Mayer,2jdAk8ATWIL3dwT47XpRfu,2006-09-11,76,0.667,0.361,0.29,-8.69,chill
Break My Heart Again,Break My Heart Again,FINNEAS,2is19a6HY7ZdWP654IMhEE,2018-02-09,68,0.402,0.151,0.483,-14.227,chill
down,down,Mokita,7pV0Yzu2NWogAAVHc9uSIt,2020-08-28,66,0.524,0.391,0.143,-9.021,chill
Autumn Leaves - Deluxe Edition,+,Ed Sheeran,7iBSkXB0pTvZasOLf0Qxk9,2011-09-09,62,0.555,0.257,0.431,-12.637,chill
love/hate,love/hate,Matt Van,49wZPjRR4RbW09m3yNOVzq,2019-04-18,49,0.534,0.209,0.291,-11.883,chill
better off,better off,Jeremy Zucker,5NlV5HVIfgk5eHxvAGGTfy,2018-04-20,chill,0.72,0.316,0.442,-12.532,chill
Gravity,Continuum,John Mayer,6OBZ78p8YaRPzKnQsZOggH,2006,chill,0.764,0.326,0.237,-9.883,chill
Malibu Nights,Malibu Nights,LANY,0Eqg0CQ7bK3RQIMPw1A7pl,2018-10-05,77,0.559,0.422,0.191,-11.89,chill
Liability,Melodrama,Lorde,6Kkt27YmFyIFrcX3QXFi2o,2017-06-16,78,0.587,0.229,0.379,-11.254,chill
Half the World Away,All My Demons Greeting Me As A Friend (Deluxe),AURORA,3tapy5b2W7awg3c3evHnQC,2016-03-11,chill,0.62,0.11,0.211,-13.704,chill
heart won't let me - stripped,mama's boy (deluxe),LANY,7uANMVttqDIdNySaMvVOhh,2021-02-05,51,0.681,0.456,0.111,-10.048,chill
"When She Loved Me - From ""Toy Story 2"" - Soundtrack Version","Rarities, B-Sides and Other Stuff, Volume 2",Sarah McLachlan,0vFJC16vkmxDqh5K2Hv5y6,2008-04-14,chill,0.29,0.192,0.232,-11.287,chill
Your Shirt,Snow In October EP,Chelsea Cutler,4ulrQQu8H7ZsW9PVqjYSza,2017-10-06,33,0.433,0.478,0.173,-6.641,chill
The Worst Of You,People Don't Change,PJ Harding,06rX4GEEjsVTSbRBWycs2U,2021-04-23,62,0.555,0.35,0.404,-10.955,chill
I'm Getting Tired of Me,I'm Getting Tired of Me,Kings Elliot,07WKlkJLhYvLbMrSovouVg,2020-11-20,chill,0.599,0.357,0.421,-9.55,chill
If I Could Fly,Made In The A.M. (Deluxe Edition),One Direction,5CRVwXGikmqzoRO6q7FeAg,2015-11-13,74,0.565,0.245,0.307,-9.132,chill
I Will Follow You into the Dark,Plans,Death Cab for Cutie,3kZC0ZmFWrEHdUCmUqlvgZ,2005-08-29,67,0.517,0.206,0.489,-12.233,chill
Alone With You,Midnight Waves,Canyon City,3g2koMSfvsAGKcBAHyFtUF,2016-09-09,chill,0.553,0.274,0.208,-12.564,chill
Turning Page,The Twilight Saga: Breaking Dawn - Part 1 (Original Motion Picture Soundtrack),Various Artists,4n3Nfa3LhtdwrC9UfplS07,2011-11-04,50,0.304,0.379,0.189,-8.484,chill
Worthy Of You,Worthy Of You,Plested,0UkZ0epPTahsPgLXacC5EG,2018-03-30,50,0.451,0.452,0.386,-9.363,chill
Who Are You,ii (Side A),Aquilo,5EKm2REw8HdwoadlQKffFJ,2017-11-17,chill,0.365,0.487,0.199,-9.919,chill
Blood and Bones,I Wouldn't Be - EP,Kodaline,4uIE29yKjg7Cbw6aEXyxiK,2017-10-13,50,0.471,0.354,0.0979,-8.514,chill
I Drink Wine,30,Adele,6v0UJD4a2FtleHeSYVX02A,2021-11-19,89,0.437,0.565,0.306,-5.596,chill
Dreaming with a Broken Heart,Continuum,John Mayer,7keXdrB4mz57u4b8YkCwag,2006-09-11,64,0.61,0.349,0.155,-9.321,chill
The Story Never Ends,I met you when I was 18. (the playlist),Lauv,3u5bTqHMM1P34ZkbwzdckV,2018-05-31,68,0.614,0.126,0.351,-9.403,chill
everything i wanted,everything i wanted,Billie Eilish,3ZCTVFBt2Brf31RLEnCkWJ,2019-11-13,84,0.704,0.225,0.243,-14.454,chill
Carry You,Bathing Beach,Novo Amor,0u4rkpmNtgcFxYHepnVF4v,2017-05-26,70,0.334,0.397,0.035,-7.993,chill
Cursive,As Long As - EP,Billie Marten,5Iy1wdO0tMaHwKnfFYtlel,2015-11-13,63,0.494,0.267,0.166,-11.54,chill
Someone Else,I Loved You.,LANY,2JUaGpCrD8tywgj9MeLFbb,2015-06-09,54,0.486,0.659,0.173,-5.978,chill
Shiver,Like I Used To (Deluxe Edition),Lucy Rose,1ODA4mZMaoBzT1TbPBW8B1,2013-09-17,53,0.423,0.183,0.142,-13.517,chill
Too Sad To Cry,Self Portrait,Sasha Alex Sloan,3CRtbOoAP82y0VbPO5j1ft,2019-10-18,67,0.515,0.27,0.234,-9.935,chill
Talk,In A Perfect World,Kodaline,5Kwi8hF3UyV8FfmzrdkDqE,2013-06-14,chill,0.541,0.455,0.169,-7.305,chill
Bittersweet,Bittersweet,George Glew,0cTp3CDDzHYXR96u1qrPOI,2018-03-16,49,0.564,0.296,0.137,-8.277,chill
All I Ask,25,Adele,6HbI4e2Y2f6HYVV6r04M4W,2015-11-20,2,0.592,0.28,0.348,-5.494,chill
Black Hole - Acoustic Version,Black Hole (Acoustic Version),Griff,1cpVLszZnKUHUjsJDTEi3D,2021-03-19,64,0.824,0.3,0.227,-6.678,chill
I Love You,It's About Us,Alex & Sierra,2ELVVIbpucfOqGFC21Q4yR,2014-10-06,60,0.525,0.439,0.238,-6.596,chill
Tourist,Tourist,Axel Flóvent,6ynqpQIQ1kGtJILbxnCIQ8,2019-11-22,chill,0.455,0.209,0.109,-12.15,chill
God I Hope This Year Is Better Than The Last,Maybe This Christmas Vol 5: Songs for the Yule Log,Various Artists,0xRO7EKgYKVB8zKIoiXMDD,2017-12-01,46,0.353,0.185,0.175,-12.557,chill
Give Me Something,Tell Me It's Real (Expanded Edition),Seafret,1au9q3wiWxIwXTazIjHdfF,2016-01-29,55,0.557,0.439,0.115,-11.153,chill
"1,000 Years",The Colder Months,Liza Anne,22uyZjmZR0DX8FyrIwQl35,2014-02-04,51,0.437,0.301,0.203,-8.519,chill
The One,Coming Up for Air (Expanded Edition),Kodaline,0My8NPmENHrN5W7OfgZnZJ,2015-02-09,67,0.43,0.587,0.332,-8.003,chill
Oblivion,Oblivion,Bastille,7u5YIl9C1ijghg46PVVdh9,2014-09-07,chill,0.441,0.324,0.215,-8.788,chill
Reason To Hate You,Bad Timing,Rhys Lewis,7howNTHKLqLHBjlxXv7h60,2018-02-23,46,0.675,0.202,0.328,-10.719,chill
My Mistake,My Mistake,Gabrielle Aplin,0UlguQTHxZSh4NKDMpQATl,2018-11-28,chill,0.476,0.255,0.12,-8.522,chill
Supermarket Flowers,÷ (Deluxe),Ed Sheeran,4VuS959DSpr82t3qBqCrWG,2017-03-03,78,0.589,0.242,0.257,-10.517,chill
I Don't Want To Know,Raw,Sigrid,6bv3qRmEvi6XmOMJBJKmdp,2018-04-13,chill,0.61,0.303,0.278,-8.47,chill
