name,album,artist,id,release_date,popularity,danceability,energy,valence,loudness,kmeans
Conversations in the Dark - John Legend vs. David Guetta,Conversations in the Dark,John Legend,20d27F17AZOxTJOEHAVK2Y,2020-02-14,68,0.572,0.742,0.376,-4.589,happy
Love Again,Future Nostalgia,Dua Lipa,1imMjt1YGNebtrtTAprKV7,2020-03-27,75,0.659,0.667,0.468,-4.668,happy
Little Bit of Love,Little Bit of Love (Acoustic),Tom Grennan,78q4ESvMkPVJzHAV11LAGE,2021-01-29,73,0.689,0.706,0.623,-4.48,happy
Cloudy Day,Cloudy Day,Tones And I,0mA7zotmg2ZFMRALljdZsS,2021-06-10,70,0.705,0.776,0.366,-6.096,happy
OK Not To Be OK,OK Not To Be OK,Marshmello,0zzVTGyRrWpQu8Fr28NRAv,2020-09-10,77,0.743,0.837,0.263,-5.025,happy
Heartbreak Anthem (with David Guetta & Little Mix),Heartbreak Anthem (with David Guetta & Little Mix),Galantis,5K6Ssv4Z3zRvxt0P6EKUAP,2021-05-20,85,0.595,0.784,0.479,-4.878,happy
Run,Run,OneRepublic,2UbVnbE5FH6008mAm6Mmgw,2021-05-05,83,0.682,0.72,0.673,-8.173,happy
Shivers,Shivers,Ed Sheeran,6bQfNiqyCX7UaQSvVVGo4I,2021-09-10,57,0.788,0.859,0.822,-2.724,happy
Cold Heart - PNAU Remix,Cold Heart (PNAU Remix),Elton John,6zSpb8dQRaw0M1dK8PBwQz,2021-08-13,97,0.796,0.798,0.942,-6.312,happy
Fly Away,Fly Away,Tones And I,1jgu8MFTEGdL1wjw9gZj5y,2020-11-13,63,0.805,0.515,0.488,-6.201,happy
Fancy Like,Country Stuff,Walker Hayes,3ZozFqJJlDBNIm4xqxn2ZD,2021-06-04,83,0.649,0.76,0.843,-6.487,happy
Lil Bit,Lil Bit,Nelly,0NmuYnjETG3u3qx0OmEJev,2020-10-23,76,0.707,0.689,0.41,-7.097,happy
Head & Heart (feat. MNEK),Head & Heart (feat. MNEK),Joel Corry,6cx06DFPPHchuUAcTxznu9,2020-07-03,86,0.734,0.874,0.905,-3.158,happy
Acapulco,Acapulco,Jason Derulo,3eJH2nAjvNXdmPfBkALiPZ,2021-09-03,88,0.774,0.792,0.507,-4.021,happy
Body Of Water,Pop?,Tierra Whack,3t3nRJMR8dvWySXrgGUpyD,2021-12-09,50,0.808,0.774,0.45,-3.724,happy
Puppet,Puppet,Faouzia,0H5fa5efEeedloCGpTvst4,2021-10-28,66,0.696,0.816,0.395,-4.684,happy
2step,=,Ed Sheeran,2SUxn2O9NHL6GHGQFgwCY0,2021-10-29,83,0.763,0.661,0.632,-5.592,happy
Have Mercy,Have Mercy,Chlöe,5SixeLvPsYpk7qq9lo5xYg,2021-09-10,84,0.903,0.535,0.508,-6.434,happy
I Love You But I Love Me More (feat. Beach Bunny),I Love You But I Love Me More (feat. Beach Bunny),MARINA,6CpeA8nhcJO9zdRsrJwLE8,2021-10-20,66,0.491,0.895,0.255,-4.823,happy
STUPID BIG TEETH,STUPID BIG TEETH,EMMY,44ESvGuO5spXkHDUNQcHyu,2021-12-03,56,0.891,0.489,0.791,-7.22,happy
Without You,Wonderful Misery,Miss Li,7tM5EjeyfAj2JaEF65Xdoe,2021-11-12,56,0.724,0.764,0.584,-4.963,happy
Summer Feelings (feat. Charlie Puth) - From 'SCOOB!' The Album,Summer Feelings (feat. Charlie Puth),Lennon Stella,49dFIRQCQxPWgoH0m38XQ5,2020-04-23,72,0.696,0.686,0.7,-6.113,happy
Sunday Best,Where the Light Is,Surfaces,1Cv1YLb4q0RzL6pybtaMLo,2019-01-06,81,0.878,0.525,0.694,-6.832,happy
NASA,"thank u, next",Ariana Grande,4uTvPEr01pjTbZgl7jcKBD,2019-02-08,71,0.747,0.458,0.47,-6.891,happy
American Boy,Shine,Estelle,22UDw8rSfLbUsaAGTXQ4Z8,2008-03-28,80,0.727,0.729,0.512,-2.99,happy
justified,justified,Kacey Musgraves,6IW4TUC3zHW4tpikDg1w7Y,2021-08-27,50,0.669,0.552,0.488,-7.98,happy
Play Date,Cry Baby (Deluxe Edition),Melanie Martinez,4DpNNXFMMxQEKl7r0ykkWA,2015-08-14,83,0.68,0.729,0.446,-5.077,happy
La Di Da,"Love, me",Lennon Stella,2YyvWje3cEYyqgYhNUIaBJ,2018-11-17,65,0.689,0.679,0.475,-5.893,happy
Therefore I Am,Therefore I Am,Billie Eilish,54bFM56PmE4YLRnqpW6Tha,2020-11-12,81,0.889,0.34,0.716,-7.773,happy
Keep On,Self Portrait,Sasha Alex Sloan,4gbB4ORVF9jqFWgPF8277Z,2019-10-18,58,0.762,0.585,0.303,-8.819,happy
Sit Next to Me - Stereotypes Remix,Sit Next to Me (Stereotypes Remix),Foster The People,4v0CuFW0bEMBQ1gRn2mB3X,2018-02-23,58,0.68,0.738,0.675,-4.881,happy
I Like Me Better,I Like Me Better,Lauv,1wjzFQodRWrPcQ0AnYnvQ9,2017-05-19,7,0.752,0.505,0.419,-7.621,happy
Classic,MKTO,MKTO,2Dz8KeCYs9awlwUJStJlmh,2014,27,0.72,0.791,0.756,-4.689,happy
Sunshine - From the Motion Picture “Ron’s Gone Wrong”,Sunshine (From the Motion Picture “Ron’s Gone Wrong”),Liam Payne,48oN0dm8zwleoUvuLBqIOp,2021-08-27,67,0.717,0.735,0.787,-5.764,happy
Burning,Heard It In A Past Life,Maggie Rogers,68vxG1i6RSmrsY9mRdqDgG,2019-01-18,60,0.735,0.688,0.282,-5.471,happy
SCOOP (feat. Doja Cat),MONTERO,Lil Nas X,6bpq1jGkVz66Q3LYeoXdjZ,2021-09-17,82,0.841,0.527,0.582,-8.116,happy
Cry (with John Martin),Cry (with John Martin),Gryffin,1TF8rXy87zrnpBlS9TLykA,2020-07-30,60,0.458,0.802,0.51,-3.914,happy
Coastin’,Coastin’,Victoria Monét,1IjeGPU5hqHlJpm00zObN7,2021-08-05,70,0.807,0.481,0.748,-7.362,happy
Ain't Shit,Planet Her,Doja Cat,5lAnYvAIkSDNXqfo7DyFUm,2021-06-25,86,0.855,0.488,0.619,-4.601,happy
Stunnin',Stunnin',Curtis Waters,2LUdpPCiiza6UQugipjMeS,2020-05-19,0,0.906,0.604,0.899,-8.332,happy
Light On,Heard It In A Past Life,Maggie Rogers,6UnCGAEmrbGIOSmGRZQ1M2,2019-01-18,71,0.657,0.569,0.399,-6.287,happy
girls girls girls,girls girls girls,FLETCHER,6eutgX6jfXAsjTXgQtCtYV,2021-10-08,71,0.649,0.478,0.468,-8.834,happy
Love Song,Little Voice,Sara Bareilles,4E6cwWJWZw2zWf7VFbH7wf,2007-07-03,75,0.583,0.786,0.573,-3.142,happy
Feel Good (feat. Daya),Feel Good (feat. Daya),Gryffin,0Ev562zA4pmUsBqjxsxxdx,2017-03-03,71,0.625,0.707,0.479,-4.761,happy
Woman,Planet Her,Doja Cat,6Uj1ctrBOjOas8xZXGqKk4,2021-06-25,96,0.824,0.764,0.881,-4.175,happy
Unwritten,Unwritten,Natasha Bedingfield,7hhAwcMTdCHxuYkCHCfzw7,2004-09-06,39,0.706,0.8,0.629,-6.333,happy
Call On Me,Call On Me,RAYE,1gX4wETtMGvOB7u1proVfj,2021-06-11,68,0.582,0.889,0.438,-4.386,happy
Business (with Ella Eyre),Business (with Ella Eyre),Becky Hill,7f3oSqQXBCUiWtR0m7ieRw,2021-08-06,57,0.638,0.868,0.803,-2.509,happy
Tell Me I'm Pretty,Tell Me I'm Pretty,Brynn Elliott,4gfqsWnwbhyeXGBtyLTonu,2021-01-21,56,0.746,0.574,0.62,-5.148,happy
"I am not a woman, I'm a god","If I Can’t Have Love, I Want Power",Halsey,3XKjZcgNYtvCmBpE1nX7Wn,2021-08-27,68,0.517,0.7,0.518,-6.568,happy
The Man,Lover,Taylor Swift,3RauEVgRgj1IuWdJ9fDs70,2019-08-23,77,0.777,0.658,0.633,-5.191,happy
Say So,Hot Pink,Doja Cat,3Dv1eDb0MEgF93GpLXlucZ,2019-11-07,84,0.787,0.673,0.779,-4.583,happy
Diamonds,Love Goes,Sam Smith,1hJIbOjWpid6LtnozHmzRS,2020-10-30,73,0.637,0.666,0.529,-6.773,happy
Future Starts Now,Future Starts Now,Kim Petras,3p2wS6G159mBIU50xl7uvc,2021-08-27,67,0.693,0.853,0.432,-4.241,happy
September Song,September Song,JP Cooper,0DNk7lEqDGCN6nDD0H8emF,2016-09-16,0,0.623,0.656,0.366,-5.608,happy
Just The Way You Are,Just The Way You Are,Bruno Mars,24lMtPOCzP5g4hrg3NklLa,2010-07-20,0,0.637,0.843,0.434,-5.413,happy
Juice,Juice,Lizzo,0onslUNmSLDkuYaideYWir,2019-01-04,0,0.767,0.891,0.824,-3.01,happy
Somebody Else,"I like it when you sleep, for you are so beautiful yet so unaware of it",The 1975,5hc71nKsUgtwQ3z52KEKQk,2016-02-26,75,0.61,0.788,0.472,-5.724,happy
supposed to,supposed to,BLÜ EYES,1Ya1He3XsuZVzq8tl3tdE9,2021-03-24,59,0.801,0.567,0.662,-6.332,happy
Better Together,In Between Dreams,Jack Johnson,2iXdwVdzA0KrI2Q0iZNJbX,2005-01-01,76,0.871,0.346,0.659,-9.481,happy
brokenhearted (together),brokenhearted (together),joan,45BmSERHSfZFaLH9oWtA1e,2021-02-11,50,0.614,0.622,0.539,-8.264,happy
It Will Rain,The Twilight Saga: Breaking Dawn - Part 1 (Original Motion Picture Soundtrack),Various Artists,0RUGuh2uSNFJpGMSsD1F5C,2011-11-04,72,0.576,0.835,0.476,-6.826,happy
Half a Heart,Midnight Memories (Deluxe),One Direction,6nIE1oCE4udqMGv3bqVNVb,2013-11-25,70,0.515,0.714,0.495,-4.516,happy
Can I Be Him,Back from the Edge,James Arthur,0VhgEqMTNZwYL1ARDLLNCX,2016-10-28,78,0.696,0.543,0.479,-6.164,happy
Tee Shirt - Soundtrack Version,Tee Shirt,Birdy,3C5in0EVdoGepp5bA6lhlE,2014-05-13,62,0.684,0.341,0.557,-9.497,happy
Why Don't You Love Me (feat. Demi Lovato),Whatever,Hot Chelle Rae,0cEBv7oJxFp3bfTFqWFI0R,2011-11-25,62,0.53,0.802,0.566,-6.494,happy
Dear No One,Foreword,Tori Kelly,2wWboDFZJPWXVNlHUbdSVQ,2013-01-01,70,0.627,0.592,0.462,-5.977,happy
Love You From a Distance,Love You From a Distance,Ashley Kutcher,7y8Qy4I0VWGMEbZvZ0C9x7,2020-10-30,66,0.333,0.538,0.63,-8.653,happy
The Enemy,Black Bear,Andrew Belle,6xJOhSm4SvZwzy3uhWz26O,2013-08-20,66,0.536,0.89,0.273,-5.222,happy
Breakeven,The Script,The Script,1fyysXwSGNtMeqMBLwW3SI,2008-07-14,67,0.63,0.694,0.49,-4.501,happy
Just My Soul Responding,5AM (Expanded Edition),Amber Run,5QPachkZsP2xHp52FIoX0d,2015-04-20,49,0.523,0.794,0.39,-6.818,happy
My Name Next To Yours,My Name Next To Yours,Cy,06g2mTFVd1NzgYT94N35dw,2021-03-26,39,0.886,0.535,0.571,-5.793,happy
Why,Why,Bazzi,1TioiVNFGeiMC6SiQceHPO,2018-01-26,0,0.677,0.669,0.502,-6.756,happy
I Don't Wanna Love You Anymore,Malibu Nights,LANY,7ArrTJ1LwcGAlEO65LUQ7i,2018-10-05,65,0.702,0.623,0.503,-8.36,happy
You Found Me,The Fray,The Fray,4IoYz8XqqdowINzfRrFnhi,2009-02-02,76,0.338,0.803,0.4,-5.412,happy
Crying My Eyes Out,Crying My Eyes Out,Stephen Puth,1e6McS5TlhjM3NRJMLfYPr,2019-11-22,59,0.746,0.529,0.719,-6.378,happy
You & Me,You & Me,James TW,5g45gvxgaYVuhkDACPnvfh,2019-01-18,0,0.714,0.683,0.824,-6.333,happy
the broken hearts club,the broken hearts club,Garrett Nash,5Cv1xqpyciZZuHHR7xr2l0,2018-03-30,0,0.62,0.288,0.691,-9.431,happy
Risk It All,Meet The Vamps,The Vamps,5sdTTy6GnSHRJfWI2ZvAGe,2014-01-01,51,0.489,0.738,0.655,-6.491,happy
when was it over? (feat. Sam Hunt),when was it over? (feat. Sam Hunt),Sasha Alex Sloan,779UN3kabApm2zfqX549vf,2021-04-23,73,0.626,0.453,0.494,-9.295,happy
A Little Too Much,Handwritten (Deluxe),Shawn Mendes,06DaCxeg3IUMcxDkKEyQKf,2015-04-13,0,0.553,0.507,0.57,-6.24,happy
